"course_name","course_rating","course_provider","course_review_num","course_terms"
"How I Save 74% on Facebook Ads & Make a 400% Profit On Them",10,"Udemy","20","how i save on facebook ad make a profit on them"
"Self-Leadership System - How To Achieve 95% Of Your Goals!",10,"Udemy","20","self leadership system how to achiev of your goal"
"New CCNAx 200-120 Routing and Switching",10,"Udemy","20","new ccnax rout and switch"
"Learning Java Bit By Bit In Arabic",10,"Udemy","20","learn java bit by bit in arab"
"Aprende batería con el nuevo método IDT",10,"Udemy","20","aprend batería con el nuevo método idt"
"Develop a Responsive Bootstrap 3 WordPress Theme: Make More!",10,"Udemy","20","develop a respons bootstrap wordpress theme make more"
"CCNP Route 642-902 Implementing Cisco IP Routing",10,"Udemy","20","ccnp rout implement cisco ip rout"
"LEARN SCRIVENER - A Quick & Easy Guide",10,"Udemy","20","learn scriven a quick easi guid"
"How The Rich Get Rich And Keep It & How You Can Do The Same",10,"Udemy","20","how the rich get rich and keep it how you can do the same"
"APA Survival Guide",10,"Udemy","19","apa surviv guid"
"Online Marketing: Info Product Creation Formula",10,"Udemy","19","onlin market info product creation formula"
"Projects in PHP and MySQL",10,"Udemy","19","project in php and mysql"
"8 Easy Secrets to Understanding Native English Speakers",10,"Udemy","20","easi secret to understand nativ english speaker"
"Online Marketing Business: $2050 in My First Month Online",10,"Udemy","19","onlin market busi in my first month onlin"
"Conversational Spanish Made Easy",10,"Udemy","20","convers spanish made easi"
"How to Save a Life: Advanced Cardiac Life Support",10,"edX","20","how to save a life advanc cardiac life support"
"Java Persistence: Hibernate and JPA Fundamentals",10,"Udemy","20","java persist hibern and jpa fundament"
"Guest Blogging Blueprint: Supercharge Your Traffic and Sales",10,"Udemy","20","guest blog blueprint supercharg your traffic and sale"
"Abstract Acrylic Painting Techniques for Contemporary Art",10,"Udemy","19","abstract acryl paint techniqu for contemporari art"
"The Agile Samurai Bootcamp",10,"Udemy","19","the agil samurai bootcamp"
"How to Throw Events and Attract Corporate Sponsors",10,"Udemy","19","how to throw event and attract corpor sponsor"
"Cómo mejorar la lectura y ortografía de tus alumnos",10,"Udemy","19","cómo mejorar la lectura y ortografía de tus alumno"
"Secrets to a Successful Crowdfunding Campaign",10,"Udemy","19","secret to a success crowdfund campaign"
"Triple Your Udemy Course Sales in 2015 - Promotion Secrets",10,"Udemy","19","tripl your udemi cours sale in promot secret"
"Data Analysis and Statistical Inference",10,"Coursera","19","data analysi and statist infer"
"Introduction to Java for Programmers",10,"Udemy","19","introduct to java for programm"
"Be a video and film pro with your iPhone - Smart Film School",10,"Udemy","19","be a video and film pro with your iphon smart film school"
"Value Investing Bootcamp - Learn to Invest Your Money Wisely",10,"Udemy","19","valu invest bootcamp learn to invest your money wise"
"Learn How Power Sellers Make Millions On eBay",10,"Udemy","18","learn how power seller make million on ebay"
"Create a chat app with swift",10,"Udemy","18","creat a chat app with swift"
"Get Rich TV: Who Else Wants To Learn From Successful People?",10,"Udemy","18","get rich tv who els want to learn from success peopl"
"Video Marketing for FREE: YouTube Video Marketing Ninja",10,"Udemy","18","video market for free youtub video market ninja"
"Complete IOS 8 and Xcode 6 Guide - Make iPhone & iPad Apps",10,"Udemy","18","complet io and xcode guid make iphon ipad app"
"The Magic Circle of 5ths -  Music Secret Tips Fully Revealed",10,"Udemy","19","the magic circl of ths music secret tip fulli reveal"
"Learn Photoshop Quickly and Easily (For Web Images)",10,"Udemy","18","learn photoshop quick and easili for web imag"
"How to Save a Life: Pediatric Advanced Life Support",10,"edX","19","how to save a life pediatr advanc life support"
"Create Single Page Website using Twitter Bootstrap 3",10,"Udemy","19","creat singl page websit use twitter bootstrap"
"Static Urls, Meta tags and Re-send activation for E-commerce",10,"Udemy","19","static url meta tag and re send activ for e commerc"
"Basics of Business Finance",10,"Udemy","18","basic of busi financ"
"How You Can Actually Make a Passive Income From eBooks",10,"Udemy","18","how you can actual make a passiv incom from ebook"
"HTML5 Mobile Game Development for Beginners",10,"Udemy","18","html mobil game develop for beginn"
"Comprehensive PPC Training: Learn Adwords & Facebook Ads",10,"Udemy","18","comprehens ppc train learn adword facebook ad"
"Molecular Biology – Part 2: Transcription and Transposition",10,"edX","18","molecular biolog part transcript and transposit"
"Evernote for busy professionals",10,"Udemy","18","evernot for busi profession"
"3 Steps to Get Your LIFESTYLE UPGRADED- and Do it Debt Free!",10,"Udemy","18","step to get your lifestyl upgrad and do it debt free"
"Code a personal splash page in 1 hour",10,"Udemy","18","code a person splash page in hour"
"Achieve Your Potential Online with the GlobalNiche Method",10,"Udemy","18","achiev your potenti onlin with the globalnich method"
"Customize Any WordPress Theme With This Simple Trick",10,"Udemy","18","custom ani wordpress theme with this simpl trick"
"How to Replace Your Full Time Income By Trading Penny Stocks",10,"Udemy","18","how to replac your full time incom by trade penni stock"
"How to Get a Better Job Faster: Job Hunting Facts & Hacks",10,"Udemy","18","how to get a better job faster job hunt fact hack"
"Startup PR: Getting Press on a Tight Budget",10,"Udemy","18","startup pr get press on a tight budget"
"Speed Reading for Business. Read 66%+ Faster or Money Back!",10,"Udemy","18","speed read for busi read faster or money back"
"The Civil War and Reconstruction - 1850-1861: A Nation Divided",10,"edX","18","the civil war and reconstruct a nation divid"
"Nutrition and Health Part 2: Micronutrients and Malnutrition",10,"edX","18","nutrit and health part micronutri and malnutrit"
"How To Start A Business: Business Ideas To Success",10,"Udemy","18","how to start a busi busi idea to success"
"Social Media Marketing - A $0 to $8000/mo Social Media Biz",10,"Udemy","18","social media market a to mo social media biz"
"Complete ANSYS [2015]: $5000 a month from Projects !",10,"Udemy","18","complet ansi a month from project"
"Silicon Photonics Design, Fabrication and Data Analysis",10,"edX","18","silicon photon design fabric and data analysi"
"The Mysterious Camarilla Equation",10,"Udemy","18","the mysteri camarilla equat"
"Kindle Money Mastery",10,"Udemy","17","kindl money masteri"
"Animación e Interactividad HTML5 con Adobe Edge Animate CC",10,"Udemy","18","animación e interactividad html con adob edg anim cc"
"Create Desktop and Web Games In 2 Hours Without Programming",10,"Udemy","18","creat desktop and web game in hour without program"
"How to communicate authentically on camera",10,"Udemy","17","how to communic authent on camera"
"Sales Training: Secrets of a Master Closer",10,"Udemy","17","sale train secret of a master closer"
"Emprende con tu Libro",10,"Udemy","18","emprend con tu libro"
"Real Estate Investing With Owner Financing To Create Wealth",10,"Udemy","18","real estat invest with owner financ to creat wealth"
"Shipping address and Shipping cost for E-commerce series",10,"Udemy","18","ship address and ship cost for e commerc seri"
"Psychologie de la négociation",10,"edX","18","psychologi de la négociat"
"Tape Reading: Learn how to read the tape for day trading",10,"Udemy","17","tape read learn how to read the tape for day trade"
"THE 8 FACTORS: Gain Clarity, Get Cash & Grow Your Business",10,"Udemy","17","the factor gain clariti get cash grow your busi"
"Affiliate Marketing",10,"Udemy","17","affili market"
"Learn How to Create the Perfect Slide Presentation!",10,"Udemy","17","learn how to creat the perfect slide present"
"How to Learn and Memorize Poetry",10,"Udemy","17","how to learn and memor poetri"
"New Business Essentials for Startups and Entrepreneurs",10,"Udemy","17","new busi essenti for startup and entrepreneur"
"How To Put A Microphone On Talent",10,"Udemy","17","how to put a microphon on talent"
"50+ Lifehacks: Get More Energy and Increase Productivity",10,"Udemy","17","lifehack get more energi and increas product"
"A Very Complete Introduction to Laravel",10,"Udemy","17","a veri complet introduct to laravel"
"Introduction to JavaScript Object Notation (JSON)",10,"Udemy","17","introduct to javascript object notat json"
"Become a Consultant in 5 Steps",10,"Udemy","17","becom a consult in step"
"Social Media Strategy: The Crucial Steps You NEED to Know",10,"Udemy","17","social media strategi the crucial step you need to know"
"How To Start Getting Paid To Write Online: 33 Ways To Do It",10,"Udemy","17","how to start get paid to write onlin way to do it"
"Jump Start Your Presentation Skills Today!",10,"Udemy","17","jump start your present skill today"
"Google AdWords: A Step-by-Step Guide",10,"Udemy","17","googl adword a step by step guid"
"The Bible's Prehistory, Purpose, and Political Future",10,"Coursera","17","the bibl s prehistori purpos and polit futur"
"Making Mobile Apps - iPhone iPad iOS FAST TRACK TO 'PROFIT'",10,"Udemy","17","make mobil app iphon ipad io fast track to profit"
"Pass the Cisco CCNA Voice 640-461 exam (ICOMM) Downloadable",10,"Udemy","17","pass the cisco ccna voic exam icomm download"
"The Slap Bass Formula",10,"Udemy","17","the slap bass formula"
"GIMP for Beginners: Book Covers and Free Graphic Design",10,"Udemy","17","gimp for beginn book cover and free graphic design"
"Simple and Effective: Create your own $9,765 Ebay Business!",10,"Udemy","17","simpl and effect creat your own ebay busi"
"Secrets of Outsourcing: How To Work Less + Make More Money!",10,"Udemy","17","secret of outsourc how to work less make more money"
"Workshop in Probability and Statistics",10,"Udemy","17","workshop in probabl and statist"
"Create, Market and Sell Hoop Dance Classes for Kids.",10,"Udemy","17","creat market and sell hoop danc class for kid"
"VMware virtualization from Scratch",10,"Udemy","16","vmware virtual from scratch"
"Learn Microsoft Excel 2010",10,"Udemy","17","learn microsoft excel"
"Sell Ebooks on Amazon Kindle and Global Retailers",10,"Udemy","17","sell ebook on amazon kindl and global retail"
"70 ECPM Not Magic it's knowledge - Chartboost Revnue Course",10,"Udemy","17","ecpm not magic it s knowledg chartboost revnu cours"
"Virtual Assistant: Find, Hire, Train, and Manage",10,"Udemy","17","virtual assist find hire train and manag"
"Learn Dutch Online | Get Started!",10,"Udemy","17","learn dutch onlin get start"
"How to Run a Successful Blog Tour for Novelists",10,"Udemy","16","how to run a success blog tour for novelist"
"Learn Sketch 3 and boost your SWIFT iOS 8 app UI design",10,"Udemy","16","learn sketch and boost your swift io app ui design"
"Android Apps in 1 Hour: No Coding Required",10,"Udemy","16","android app in hour no code requir"
"How to Make a Website",10,"Treehouse","16","how to make a websit"
"French Tenses Made Easy - Master the 10 Main Tenses Fast!",10,"Udemy","16","french tens made easi master the main tens fast"
"Develop and Launch Your First Website in Just One Day!",10,"Udemy","16","develop and launch your first websit in just one day"
"Travel English",10,"Udemy","16","travel english"
"Belt Your Face Off: A Complete Guide To Belt Singing",10,"Udemy","16","belt your face off a complet guid to belt sing"
"Step by Step Guide to Get Over $100,000 in Business Credit",10,"Udemy","16","step by step guid to get over in busi credit"
"Scrivener For Windows - A Quick And Easy Guide",10,"Udemy","16","scriven for window a quick and easi guid"
"How To Create a High Converting Landing Page",10,"Udemy","16","how to creat a high convert land page"
"How to use Fiverr to make money online!",10,"Udemy","16","how to use fiverr to make money onlin"
"Start Blogging:  Your First WordPress Blog Setup Today",10,"Udemy","16","start blog your first wordpress blog setup today"
"Powerful Persuasive Skills for Business Presentations",10,"Udemy","16","power persuas skill for busi present"
"Wireshark Crash Course",10,"Udemy","16","wireshark crash cours"
"Essential Skills for Designers - Masking",10,"Udemy","16","essenti skill for design mask"
"Deliver Money-Making Presentation: Put Power In Your Pitch",10,"Udemy","16","deliv money make present put power in your pitch"
"Curso de Excel Avanzado en tres (3) horas",10,"Udemy","16","curso de excel avanzado en tres hora"
